169,White,x11,"{255,255,255}","{0,0,1}","{100,0.0053,-0.0104}",0,132,t
128,Old Lace,x11,"{253,245,230}","{0.108696,0.0909091,0.992157}","{96.7797,0.1753,8.1566}",9.53357,133,t
90,Lavender,x11,"{230,230,250}","{0.666667,0.08,0.980392}","{91.8277,3.7138,-9.6716}",9.42809,134,t
109,Linen,x11,"{250,240,230}","{0.0833333,0.08,0.980392}","{95.3112,1.6822,6.0123}",8.16497,135,t
170,White Smoke,x11,"{245,245,245}","{0,0,0.960784}","{96.5375,0.005,-0.01}",0,136,t
75,Gainsboro,x11,"{220,220,220}","{0,0,0.862745}","{87.7609,0.0047,-0.0093}",0,137,t
98,Light Gray,x11,"{211,211,211}","{0,0,0.827451}","{84.5561,0.0045,-0.009}",0,138,t
155,Silver (W3C),x11,"{192,192,192}","{0,0,0.752941}","{77.7044,0.0043,-0.0084}",0,139,t
79,Gray (X11),x11,"{190,190,190}","{0,0,0.745098}","{76.976,0.0041,-0.0083}",0,140,t
53,Dark Gray,x11,"{169,169,169}","{0,0,0.662745}","{69.2378,0.004,-0.0076}",0,141,t
80,Gray (W3C),x11,"{128,128,128}","{0,0,0.501961}","{53.5851,0.0027,-0.0061}",0,142,t
69,Dim Gray,x11,"{105,105,105}","{0,0,0.411765}","{44.4135,0.0031,-0.0056}",0,143,t
173,Black (Custom),x11,"{46,45,50}","{0.7,0.1,0.196078}","{18.7479,1.6627,-3.0525}",2.16025,144,t
36,Black,x11,"{0,0,0}","{0,0,0}","{-16,0,0}",0,145,t
1049,699,pantone,"{247,191,191}","{0,0.226721,0.968627}","{82.2697,20.0634,7.7473}",26.3987,1,f
783,501,pantone,"{234,178,178}","{0,0.239316,0.917647}","{77.6071,20.3461,7.9072}",26.3987,2,f
782,5005,pantone,"{188,135,135}","{0,0.281915,0.737255}","{61.454,20.302,8.0658}",24.9844,3,f
1044,694,pantone,"{201,140,140}","{0,0.303483,0.788235}","{64.2152,23.2294,9.3566}",28.7557,4,f
778,4985,pantone,"{132,73,73}","{0,0.44697,0.517647}","{38.1133,25.033,11.052}",27.8129,5,f
769,490,pantone,"{91,38,38}","{0,0.582418,0.356863}","{22.8281,24.3448,11.858}",24.9844,6,f
770,491,pantone,"{117,40,40}","{0,0.65812,0.458824}","{27.9874,33.8008,18.1511}",36.2981,7,f
1054,704,pantone,"{158,40,40}","{0,0.746835,0.619608}","{35.8683,48.0782,29.4972}",55.6257,8,f
302,1805,pantone,"{175,38,38}","{0,0.782857,0.686275}","{38.9676,53.9925,35.0391}",64.5824,9,f
299,1795,pantone,"{214,40,40}","{0,0.813084,0.839216}","{46.931,64.8621,44.5034}",82.0244,10,f
290,177,pantone,"{249,130,127}","{0.00409836,0.48996,0.976471}","{67.7524,44.9804,22.4875}",56.8174,11,f
287,176,pantone,"{249,175,173}","{0.00438596,0.305221,0.976471}","{78.3548,26.7895,11.8975}",35.3648,12,f
293,178,pantone,"{249,94,89}","{0.00520833,0.64257,0.976471}","{60.6635,58.8841,34.5679}",74.2743,13,f
305,1810,pantone,"{124,33,30}","{0.00531915,0.758065,0.486275}","{28.0245,38.8964,24.915}",43.6221,14,f
785,502,pantone,"{242,198,196}","{0.00724638,0.190083,0.94902}","{83.5742,15.2924,6.8831}",21.2289,15,f
775,497,pantone,"{81,40,38}","{0.00775194,0.530864,0.317647}","{21.6049,18.8184,9.9206}",19.8158,16,f
1091,805,pantone,"{249,89,81}","{0.00793651,0.674699,0.976471}","{59.7789,60.5208,37.9587}",77.3793,17,f
776,4975,pantone,"{68,30,28}","{0.00833333,0.588235,0.266667}","{16.7058,18.0499,9.8706}",18.4029,18,f
1056,706,pantone,"{252,201,198}","{0.00925926,0.214286,0.988235}","{85.2742,17.6247,8.3808}",24.779,19,f
